FECHA,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,VALOR_DIARIO_MAG_8,VALIDACION,intensidad_total_diaria,ocupacion_media_diaria,carga_media_diaria,mes,dia_semana,VALOR_DIARIO_DIA_ANTERIOR,velocidad_viento,humedad_relativa,precipitaciones
2024-03-22,28,79,56,8,28079056_8_8,55.0,V,154350,4.770833333333333,26.848958333333336,3,4,40.0,0.97,57.0,0.0
2024-03-23,28,79,56,8,28079056_8_8,40.0,V,115668,3.0767952127659575,19.2166445035461,3,5,55.0,1.1,61.0,0.0
2024-03-24,28,79,56,8,28079056_8_8,26.0,V,90047,2.28125,15.296875,3,6,40.0,1.19,59.0,0.0
2024-03-25,28,79,56,8,28079056_8_8,20.0,V,121385,3.427083333333333,20.776041666666664,3,0,26.0,1.17,83.0,1.1
2024-03-26,28,79,56,8,28079056_8_8,10.0,V,126091,3.4270833333333335,21.276041666666668,3,1,20.0,1.9,73.0,2.65
2024-03-27,28,79,56,8,28079056_8_8,9.0,V,117280,3.010416666666667,19.994791666666664,3,2,10.0,2.37,89.0,1.0
2024-03-28,28,79,56,8,28079056_8_8,8.0,V,66415,1.5989583333333333,11.109375,3,3,9.0,2.23,82.0,11.55
2024-03-29,28,79,56,8,28079056_8_8,15.0,V,63051,1.3854166666666667,10.442708333333332,3,4,8.0,1.15,94.0,5.9
2024-03-30,28,79,56,8,28079056_8_8,19.0,V,76258,1.7999999999999998,12.621052631578948,3,5,15.0,1.46,89.0,8.6
2024-03-31,28,79,56,8,28079056_8_8,13.0,V,90026,2.5806451612903225,15.14516129032258,3,6,19.0,1.49,87.0,11.0
2024-04-01,28,79,56,8,28079056_8_8,19.0,V,141533,3.9479166666666665,24.416666666666668,4,0,13.0,1.6,80.0,1.7
2024-04-02,28,79,56,8,28079056_8_8,33.0,V,149642,5.052083333333333,25.979166666666668,4,1,19.0,0.99,76.0,0.0
2024-04-03,28,79,56,8,28079056_8_8,32.0,V,150898,5.319204927211646,26.53208286674132,4,2,33.0,1.08,71.0,0.0
2024-04-04,28,79,56,8,28079056_8_8,50.0,V,156139,5.46875,27.03125,4,3,32.0,0.83,70.0,0.0
2024-04-05,28,79,56,8,28079056_8_8,48.0,V,160338,5.442708333333333,27.484375,4,4,50.0,0.93,64.0,0.0
2024-04-06,28,79,56,8,28079056_8_8,48.0,V,130514,3.5,22.083333333333332,4,5,48.0,0.84,54.0,0.0
2024-04-07,28,79,56,8,28079056_8_8,29.0,V,118428,2.994791666666667,20.989583333333332,4,6,48.0,1.06,65.0,0.0
2024-04-08,28,79,56,8,28079056_8_8,15.0,V,147373,5.026041666666667,25.734375,4,0,29.0,1.51,69.0,1.95
2024-04-09,28,79,56,8,28079056_8_8,22.0,V,153843,5.8125,26.755208333333336,4,1,15.0,1.12,51.0,0.0
2024-04-10,28,79,56,8,28079056_8_8,32.0,V,155767,5.65625,26.671875,4,2,22.0,0.99,54.0,0.0
2024-04-11,28,79,56,8,28079056_8_8,35.0,V,159250,5.78125,27.692708333333336,4,3,32.0,1.21,53.0,0.0
2024-04-12,28,79,56,8,28079056_8_8,52.0,V,157039,6.338541666666667,27.963541666666664,4,4,35.0,0.86,48.0,0.0
2024-04-13,28,79,56,8,28079056_8_8,50.0,V,132676,3.6875,22.078125,4,5,52.0,0.82,53.0,0.0
2024-04-14,28,79,56,8,28079056_8_8,46.0,V,113059,2.901041666666667,19.036458333333336,4,6,50.0,0.83,51.0,0.0
2024-04-15,28,79,56,8,28079056_8_8,44.0,V,148540,4.963541666666667,25.71875,4,0,46.0,0.97,53.0,0.0
2024-04-16,28,79,56,8,28079056_8_8,29.0,V,148349,5.192708333333333,25.848958333333336,4,1,44.0,1.01,49.0,0.0
2024-04-17,28,79,56,8,28079056_8_8,25.0,V,152058,5.286458333333333,26.473958333333336,4,2,29.0,1.43,49.0,0.0
2024-04-18,28,79,56,8,28079056_8_8,25.0,V,157545,5.338541666666666,27.255208333333332,4,3,25.0,1.63,46.0,0.0
2024-04-19,28,79,56,8,28079056_8_8,36.0,V,159798,5.182291666666667,27.723958333333332,4,4,25.0,1.23,50.0,0.0
2024-04-20,28,79,56,8,28079056_8_8,30.0,V,128456,3.359375,21.354166666666664,4,5,36.0,1.17,50.0,0.0
2024-04-21,28,79,56,8,28079056_8_8,19.0,V,118221,3.328125,19.427083333333332,4,6,30.0,1.28,39.0,0.0
2024-04-22,28,79,56,8,28079056_8_8,21.0,V,151806,5.21875,26.526041666666668,4,0,19.0,1.68,41.0,0.0
2024-04-23,28,79,56,8,28079056_8_8,20.0,V,152861,5.494791666666666,26.526041666666664,4,1,21.0,1.36,44.0,0.0
2024-04-24,28,79,56,8,28079056_8_8,22.0,V,155551,5.432291666666666,27.260416666666668,4,2,20.0,1.19,46.0,0.0
2024-04-25,28,79,56,8,28079056_8_8,33.0,V,156630,5.755208333333333,27.328125,4,3,22.0,0.97,48.0,0.0
2024-04-26,28,79,56,8,28079056_8_8,28.0,V,160545,5.328125,27.729166666666668,4,4,33.0,1.04,55.0,0.0
2024-04-27,28,79,56,8,28079056_8_8,13.0,V,125906,3.390625,21.34375,4,5,28.0,1.16,70.0,8.0
2024-04-28,28,79,56,8,28079056_8_8,18.0,V,121982,3.557291666666667,21.796875,4,6,13.0,0.47,53.0,0.0
2024-04-29,28,79,56,8,28079056_8_8,28.0,V,149279,4.71875,25.713541666666664,4,0,18.0,0.62,56.0,2.8
2024-04-30,28,79,56,8,28079056_8_8,24.0,V,151821,5.192708333333333,26.114583333333336,4,1,28.0,0.8,61.0,0.0
2024-06-01,28,79,56,8,28079056_8_8,18.0,V,127855,3.46875,20.84375,6,5,24.0,1.48,39.0,0.0
2024-06-02,28,79,56,8,28079056_8_8,23.0,V,113138,3.0,18.28125,6,6,18.0,1.27,37.0,0.0
2024-06-03,28,79,56,8,28079056_8_8,22.0,V,147420,4.765625,25.166666666666668,6,0,23.0,0.93,41.0,0.0
2024-06-04,28,79,56,8,28079056_8_8,25.0,V,153122,5.713541666666667,26.567708333333336,6,1,22.0,0.72,43.0,0.0
2024-06-05,28,79,56,8,28079056_8_8,34.0,V,157616,5.578125,27.098958333333336,6,2,25.0,0.52,35.0,0.0
2024-06-06,28,79,56,8,28079056_8_8,43.0,V,159529,6.265625,27.958333333333336,6,3,34.0,0.62,39.0,14.65
2024-06-07,28,79,56,8,28079056_8_8,38.0,V,159610,5.395833333333333,27.614583333333336,6,4,43.0,0.94,35.0,0.0
2024-06-08,28,79,56,8,28079056_8_8,23.0,V,127284,3.5104166666666665,21.0625,6,5,38.0,0.62,69.0,6.85
2024-06-09,28,79,56,8,28079056_8_8,16.0,V,115146,3.171875,19.328125,6,6,23.0,0.63,65.0,0.0
2024-06-10,28,79,56,8,28079056_8_8,25.0,V,144812,4.677083333333334,25.057291666666664,6,0,16.0,0.81,75.0,24.6
2024-06-11,28,79,56,8,28079056_8_8,23.0,V,151976,5.135416666666666,26.307291666666664,6,1,25.0,0.79,48.0,0.0
2024-06-12,28,79,56,8,28079056_8_8,22.0,V,154516,5.354166666666666,26.739583333333336,6,2,23.0,0.97,48.0,1.05
2024-06-13,28,79,56,8,28079056_8_8,22.0,V,149831,5.553763440860215,26.48924731182796,6,3,22.0,0.91,42.0,0.0
2024-06-14,28,79,56,8,28079056_8_8,33.0,V,153428,4.9375,26.369791666666668,6,4,22.0,0.85,36.0,0.0
2024-06-15,28,79,56,8,28079056_8_8,14.0,V,116193,2.90625,19.197916666666668,6,5,33.0,0.71,37.0,0.0
2024-06-16,28,79,56,8,28079056_8_8,18.0,V,106683,2.734375,17.598958333333336,6,6,14.0,0.7,31.0,0.0
2024-06-17,28,79,56,8,28079056_8_8,21.0,V,144838,4.65625,24.875,6,0,18.0,0.69,37.0,0.0
2024-06-18,28,79,56,8,28079056_8_8,29.0,V,152870,5.161458333333333,26.46875,6,1,21.0,0.55,52.0,2.45
2024-06-19,28,79,56,8,28079056_8_8,18.0,V,154369,5.411458333333333,26.744791666666664,6,2,29.0,0.62,61.0,0.0
2024-06-20,28,79,56,8,28079056_8_8,19.0,V,154910,6.135416666666667,27.145833333333336,6,3,18.0,0.57,64.0,1.05
2024-06-21,28,79,56,8,28079056_8_8,24.0,V,153059,5.765625,26.380208333333336,6,4,19.0,0.49,48.0,0.0
2024-06-22,28,79,56,8,28079056_8_8,29.0,V,119203,3.989583333333333,20.6875,6,5,24.0,0.59,40.0,0.0
2024-06-23,28,79,56,8,28079056_8_8,17.0,V,106011,4.609375,18.890625,6,6,29.0,1.03,44.0,0.0
2024-06-24,28,79,56,8,28079056_8_8,23.0,V,147728,8.838541666666668,27.25,6,0,17.0,0.78,45.0,0.0
2024-06-25,28,79,56,8,28079056_8_8,33.0,V,155174,10.508605072463768,29.722146739130434,6,1,23.0,0.63,43.0,0.0
2024-06-26,28,79,56,8,28079056_8_8,26.0,V,156296,17.579842032967033,32.188301282051285,6,2,33.0,0.83,52.0,0.35
2024-06-27,28,79,56,8,28079056_8_8,38.0,V,115967,27.74375,36.145833333333336,6,3,26.0,0.91,41.0,0.0
2024-06-28,28,79,56,8,28079056_8_8,24.0,V,113486,7.104166666666667,25.135416666666668,6,4,38.0,0.95,49.0,0.0
2024-06-29,28,79,56,8,28079056_8_8,11.0,V,88724,4.458333333333333,18.979166666666668,6,5,24.0,1.11,70.0,0.35
2024-06-30,28,79,56,8,28079056_8_8,16.0,V,76720,3.7395833333333335,16.291666666666668,6,6,11.0,0.53,59.0,0.0
2024-07-01,28,79,56,8,28079056_8_8,26.0,V,105723,6.729166666666667,23.541666666666668,7,0,16.0,0.61,46.0,0.0
2024-07-02,28,79,56,8,28079056_8_8,20.0,V,107734,7.145833333333333,24.041666666666668,7,1,26.0,1.07,42.0,0.0
2024-07-03,28,79,56,8,28079056_8_8,29.0,V,109267,7.25,24.291666666666668,7,2,20.0,0.55,30.0,0.0
2024-07-04,28,79,56,8,28079056_8_8,52.0,V,111350,7.65625,24.895833333333332,7,3,29.0,0.39,31.0,0.0
2024-07-05,28,79,56,8,28079056_8_8,33.0,V,105580,6.5,23.395833333333332,7,4,52.0,0.84,31.0,0.0
2024-07-06,28,79,56,8,28079056_8_8,18.0,V,79901,4.377777777777778,18.288888888888888,7,5,33.0,0.98,37.0,0.0
2024-07-07,28,79,56,8,28079056_8_8,16.0,V,75669,3.9479166666666665,16.135416666666668,7,6,18.0,0.95,44.0,0.0
2024-07-08,28,79,56,8,28079056_8_8,27.0,V,105044,6.875,23.333333333333332,7,0,16.0,0.61,31.0,0.0
2024-07-09,28,79,56,8,28079056_8_8,25.0,V,104629,52.6875,36.036458333333336,7,1,27.0,0.74,30.0,0.0
2024-07-10,28,79,56,8,28079056_8_8,21.0,V,108181,7.510416666666667,24.15625,7,2,25.0,0.67,40.0,0.0
2024-07-11,28,79,56,8,28079056_8_8,27.0,V,109277,7.458333333333333,24.40625,7,3,21.0,0.89,38.0,0.0
2024-07-12,28,79,56,8,28079056_8_8,24.0,V,105149,6.260416666666667,23.260416666666668,7,4,27.0,0.62,29.0,0.0
2024-07-13,28,79,56,8,28079056_8_8,20.0,V,79670,3.84375,16.916666666666668,7,5,24.0,1.0,36.0,0.0
2024-07-14,28,79,56,8,28079056_8_8,20.0,V,69562,3.0208333333333335,14.416666666666666,7,6,20.0,0.92,22.0,0.0
2024-07-15,28,79,56,8,28079056_8_8,16.0,V,105651,6.395833333333333,23.270833333333332,7,0,20.0,1.26,42.0,0.0
2024-07-16,28,79,56,8,28079056_8_8,30.0,V,106781,34.760416666666664,33.208333333333336,7,1,16.0,0.49,31.0,0.0
2024-07-17,28,79,56,8,28079056_8_8,36.0,V,106527,6.583333333333333,23.53125,7,2,30.0,0.49,28.0,0.0
2024-07-18,28,79,56,8,28079056_8_8,47.0,V,106112,6.520833333333333,23.520833333333332,7,3,36.0,0.43,31.0,0.0
2024-07-19,28,79,56,8,28079056_8_8,42.0,V,100127,5.71875,21.958333333333332,7,4,47.0,0.55,28.0,0.0
2024-07-20,28,79,56,8,28079056_8_8,28.0,V,74350,3.3854166666666665,15.770833333333334,7,5,42.0,0.87,30.0,0.0
2024-07-21,28,79,56,8,28079056_8_8,14.0,V,70805,3.4270833333333335,14.947916666666666,7,6,28.0,0.9,35.0,0.0
2024-07-22,28,79,56,8,28079056_8_8,35.0,V,106707,6.375,23.489583333333332,7,0,14.0,0.81,24.0,0.0
2024-07-23,28,79,56,8,28079056_8_8,41.0,V,109788,7.135416666666667,24.333333333333332,7,1,35.0,0.41,28.0,0.0
2024-07-24,28,79,56,8,28079056_8_8,40.0,V,108092,6.34375,23.645833333333332,7,2,41.0,0.51,27.0,0.0
2024-07-25,28,79,56,8,28079056_8_8,29.0,V,57444,2.40625,11.75,7,3,40.0,0.57,26.0,0.0
2024-07-26,28,79,56,8,28079056_8_8,30.0,V,80938,3.65625,17.145833333333332,7,4,29.0,0.75,35.0,0.0
2024-07-27,28,79,56,8,28079056_8_8,32.0,V,58219,2.6145833333333335,12.083333333333334,7,5,30.0,0.68,34.0,0.0
2024-07-28,28,79,56,8,28079056_8_8,18.0,V,55909,2.4166666666666665,11.4375,7,6,32.0,1.17,29.0,0.0
2024-07-29,28,79,56,8,28079056_8_8,30.0,V,92411,4.572916666666667,19.958333333333332,7,0,18.0,0.79,35.0,0.0
2024-07-30,28,79,56,8,28079056_8_8,28.0,V,94972,4.822916666666667,20.541666666666668,7,1,30.0,0.92,31.0,0.0
2024-07-31,28,79,56,8,28079056_8_8,42.0,V,97559,5.40625,21.28125,7,2,28.0,0.61,30.0,0.0
2024-08-01,28,79,56,8,28079056_8_8,36.0,V,88527,43.338541666666664,32.192708333333336,8,3,42.0,0.57,25.0,0.0
2024-08-02,28,79,56,8,28079056_8_8,30.0,V,80230,3.6458333333333335,16.833333333333332,8,4,36.0,0.48,34.0,7.95
2024-08-03,28,79,56,8,28079056_8_8,26.0,V,54174,2.5104166666666665,11.239583333333334,8,5,30.0,0.74,36.0,0.0
2024-08-04,28,79,56,8,28079056_8_8,29.0,V,45511,1.875,9.03125,8,6,26.0,0.61,29.0,0.0
2024-08-05,28,79,56,8,28079056_8_8,29.0,V,73205,26.765625,25.46875,8,0,29.0,0.73,26.0,0.0
2024-08-06,28,79,56,8,28079056_8_8,34.0,V,72053,3.3541666666666665,15.354166666666666,8,1,29.0,0.53,26.0,0.0
2024-08-07,28,79,56,8,28079056_8_8,45.0,V,73351,34.817708333333336,28.760416666666668,8,2,34.0,0.46,29.0,0.0
2024-08-08,28,79,56,8,28079056_8_8,43.0,V,74664,3.8645833333333335,15.927083333333334,8,3,45.0,0.52,30.0,0.0
2024-08-09,28,79,56,8,28079056_8_8,47.0,V,71913,3.4583333333333335,15.166666666666666,8,4,43.0,0.68,28.0,0.0
2024-08-10,28,79,56,8,28079056_8_8,27.0,V,48900,26.067708333333332,23.911458333333332,8,5,47.0,1.19,25.0,0.0
2024-08-11,28,79,56,8,28079056_8_8,22.0,V,44027,1.8020833333333333,8.677083333333334,8,6,27.0,0.92,26.0,0.0
2024-08-12,28,79,56,8,28079056_8_8,21.0,V,69217,26.697916666666668,24.322916666666668,8,0,22.0,0.85,30.0,0.0
2024-08-13,28,79,56,8,28079056_8_8,19.0,V,69437,3.3958333333333335,14.739583333333334,8,1,21.0,0.78,38.0,0.0
2024-08-14,28,79,56,8,28079056_8_8,19.0,V,69290,3.778947368421053,14.91578947368421,8,2,19.0,1.02,44.0,0.0
2024-08-15,28,79,56,8,28079056_8_8,17.0,V,41062,28.53900709219858,21.847517730496456,8,3,19.0,1.25,39.0,0.0
2024-08-16,28,79,56,8,28079056_8_8,25.0,V,56575,2.776595744680851,11.851063829787234,8,4,17.0,0.46,33.0,0.0
2024-08-17,28,79,56,8,28079056_8_8,17.0,V,43299,1.9787234042553192,8.96808510638298,8,5,25.0,0.54,28.0,0.0
2024-08-18,28,79,56,8,28079056_8_8,12.0,V,42327,1.894736842105263,8.589473684210526,8,6,17.0,0.8,35.0,0.0
2024-08-19,28,79,56,8,28079056_8_8,18.0,V,68453,4.095744680851064,14.872340425531915,8,0,12.0,0.86,31.0,0.0
2024-08-20,28,79,56,8,28079056_8_8,29.0,V,70217,4.28125,15.09375,8,1,18.0,0.5,28.0,0.0
2024-08-21,28,79,56,8,28079056_8_8,16.0,V,73044,4.0,15.708333333333334,8,2,29.0,0.86,36.0,0.0
2024-08-22,28,79,56,8,28079056_8_8,24.0,V,73358,3.8854166666666665,15.677083333333334,8,3,16.0,0.69,37.0,0.0
2024-08-23,28,79,56,8,28079056_8_8,25.0,V,68945,3.4479166666666665,14.53125,8,4,24.0,0.64,28.0,0.0
2024-08-24,28,79,56,8,28079056_8_8,21.0,V,49959,35.635416666666664,26.083333333333332,8,5,25.0,0.76,38.0,0.0
2024-08-25,28,79,56,8,28079056_8_8,16.0,V,55466,2.5729166666666665,11.541666666666666,8,6,21.0,0.82,41.0,0.0
2024-08-26,28,79,56,8,28079056_8_8,26.0,V,78372,3.7916666666666665,16.739583333333332,8,0,16.0,0.78,45.0,0.0
2024-08-27,28,79,56,8,28079056_8_8,28.0,V,81806,3.90625,17.5,8,1,26.0,0.6,37.0,0.0
2024-08-28,28,79,56,8,28079056_8_8,33.0,V,84738,4.072916666666667,18.28125,8,2,28.0,0.53,34.0,0.0
2024-08-29,28,79,56,8,28079056_8_8,19.0,V,85844,4.28125,18.385416666666668,8,3,33.0,0.98,63.0,4.05
2024-08-30,28,79,56,8,28079056_8_8,13.0,V,87445,4.197916666666667,18.677083333333332,8,4,19.0,0.97,60.0,0.0
2024-08-31,28,79,56,8,28079056_8_8,12.0,V,65842,2.9583333333333335,13.854166666666666,8,5,13.0,1.07,63.0,2.45
2024-09-01,28,79,56,8,28079056_8_8,11.0,V,91041,3.629385964912281,18.493969298245613,9,6,12.0,0.62,56.0,0.1
2024-09-02,28,79,56,8,28079056_8_8,14.0,V,138440,4.588541666666667,24.255208333333336,9,0,11.0,0.82,51.0,0.0
2024-09-03,28,79,56,8,28079056_8_8,11.0,V,145881,4.416666666666667,25.557291666666668,9,1,14.0,0.91,53.0,0.0
2024-09-04,28,79,56,8,28079056_8_8,10.0,V,148933,4.916666666666666,26.098958333333336,9,2,11.0,1.33,55.0,0.0
2024-09-05,28,79,56,8,28079056_8_8,13.0,V,150663,4.869791666666667,26.380208333333336,9,3,10.0,0.86,46.0,0.0
2024-09-06,28,79,56,8,28079056_8_8,13.0,V,145815,6.244791666666667,26.463541666666668,9,4,13.0,0.63,37.0,0.0
2024-09-07,28,79,56,8,28079056_8_8,11.0,V,121062,3.0989583333333335,20.0625,9,5,13.0,0.59,34.0,0.0
2024-09-08,28,79,56,8,28079056_8_8,11.0,V,113058,3.3177083333333335,18.927083333333336,9,6,11.0,0.56,38.0,0.0
2024-09-09,28,79,56,8,28079056_8_8,33.0,V,149419,4.864583333333334,26.270833333333336,9,0,11.0,0.3,38.0,0.0
2024-09-10,28,79,56,8,28079056_8_8,24.0,V,151551,5.333333333333334,26.619791666666668,9,1,33.0,0.47,40.0,0.0
2024-09-11,28,79,56,8,28079056_8_8,19.0,V,151670,5.195367907801419,26.69536790780142,9,2,24.0,0.41,33.0,0.0
2024-09-12,28,79,56,8,28079056_8_8,17.0,V,156183,5.520833333333333,27.432291666666664,9,3,19.0,0.63,40.0,0.0
2024-09-13,28,79,56,8,28079056_8_8,9.0,V,157870,5.244791666666667,27.90625,9,4,17.0,1.8,44.0,0.0
2024-09-14,28,79,56,8,28079056_8_8,18.0,V,115637,2.890625,19.645833333333332,9,5,9.0,0.63,41.0,0.0
2024-09-15,28,79,56,8,28079056_8_8,27.0,V,107583,2.864583333333333,18.171875,9,6,18.0,0.36,33.0,0.0
2024-09-16,28,79,56,8,28079056_8_8,16.0,V,150394,4.854166666666667,26.505208333333332,9,0,27.0,1.2,21.0,0.0
2024-09-17,28,79,56,8,28079056_8_8,16.0,V,154646,5.317708333333333,27.28125,9,1,16.0,1.4,33.0,0.0
2024-09-18,28,79,56,8,28079056_8_8,15.0,V,153600,5.677267156862745,28.88774509803922,9,2,16.0,1.0,48.0,0.0
2024-09-19,28,79,56,8,28079056_8_8,15.0,V,152131,5.166666666666666,27.463541666666664,9,3,15.0,0.92,71.0,13.7
2024-09-20,28,79,56,8,28079056_8_8,22.0,V,159245,5.557291666666667,28.010416666666664,9,4,15.0,0.46,74.0,0.0
2024-09-21,28,79,56,8,28079056_8_8,15.0,V,128341,3.53125,21.515625,9,5,22.0,0.52,70.0,0.25
2024-09-22,28,79,56,8,28079056_8_8,19.0,V,112065,2.833333333333333,19.692708333333336,9,6,15.0,0.46,58.0,0.0
2024-09-23,28,79,56,8,28079056_8_8,19.0,V,149223,4.75,26.041666666666664,9,0,19.0,0.44,51.0,0.0
2024-09-24,28,79,56,8,28079056_8_8,22.0,V,157347,5.682291666666666,27.630208333333332,9,1,19.0,0.56,45.0,0.0
2024-09-25,28,79,56,8,28079056_8_8,7.0,V,156610,5.505208333333334,27.197916666666664,9,2,22.0,0.93,71.0,0.0
2024-09-26,28,79,56,8,28079056_8_8,4.0,V,158079,5.572916666666666,27.9375,9,3,7.0,1.59,75.0,0.1
2024-09-27,28,79,56,8,28079056_8_8,10.0,V,161558,5.661458333333333,28.489583333333332,9,4,4.0,0.81,53.0,0.0
2024-09-28,28,79,56,8,28079056_8_8,18.0,V,126449,3.5625,21.307291666666664,9,5,10.0,0.75,41.0,0.0
2024-09-29,28,79,56,8,28079056_8_8,28.0,V,111424,2.9739583333333335,19.078125,9,6,18.0,0.27,42.0,0.0
2024-09-30,28,79,56,8,28079056_8_8,50.0,V,151752,5.213541666666666,26.8125,9,0,28.0,0.22,38.0,0.0
2024-11-01,28,79,56,8,28079056_8_8,42.0,V,104738,2.7239583333333335,17.838541666666668,11,4,50.0,0.35,78.0,10.95
2024-11-02,28,79,56,8,28079056_8_8,34.0,V,107152,2.71875,17.880208333333336,11,5,42.0,0.49,75.0,0.0
2024-11-03,28,79,56,8,28079056_8_8,42.0,V,101196,2.5833333333333335,17.338541666666664,11,6,34.0,0.37,75.0,0.0
2024-11-04,28,79,56,8,28079056_8_8,45.0,V,147695,4.75,25.989583333333336,11,0,42.0,0.26,75.0,0.0
2024-11-05,28,79,56,8,28079056_8_8,50.0,V,154741,5.479166666666667,27.072916666666664,11,1,45.0,0.12,78.0,0.0
2024-11-06,28,79,56,8,28079056_8_8,49.0,V,155122,5.583333333333333,27.390625,11,2,50.0,0.21,72.0,0.0
2024-11-07,28,79,56,8,28079056_8_8,48.0,V,157650,5.463541666666667,27.625,11,3,49.0,0.2,75.0,0.0
2024-11-08,28,79,56,8,28079056_8_8,47.0,V,158997,5.140625,27.921875,11,4,48.0,0.16,82.0,0.0
2024-11-09,28,79,56,8,28079056_8_8,51.0,V,124051,3.385416666666667,20.984375,11,5,47.0,0.14,77.0,0.0
2024-11-10,28,79,56,8,28079056_8_8,46.0,V,111330,2.84375,18.854166666666668,11,6,51.0,0.09,74.0,0.0
2024-11-11,28,79,56,8,28079056_8_8,41.0,V,144793,4.784210526315789,25.689473684210526,11,0,46.0,0.86,67.0,0.0
2024-11-12,28,79,56,8,28079056_8_8,28.0,V,139194,6.632352941176471,34.9264705882353,11,1,41.0,0.64,57.0,0.0
2024-11-13,28,79,56,8,28079056_8_8,32.0,V,151388,5.239583333333333,26.442708333333336,11,2,28.0,1.24,70.0,3.3
2024-11-14,28,79,56,8,28079056_8_8,47.0,V,157191,5.416666666666667,27.427083333333332,11,3,32.0,0.5,73.0,0.9
2024-11-15,28,79,56,8,28079056_8_8,35.0,V,159194,5.208333333333333,27.71875,11,4,47.0,0.91,73.0,0.0
2024-11-16,28,79,56,8,28079056_8_8,44.0,V,129920,3.567708333333333,21.916666666666664,11,5,35.0,0.44,72.0,0.0
2024-11-17,28,79,56,8,28079056_8_8,48.0,V,113944,3.004660087719298,19.32768640350877,11,6,44.0,0.15,72.0,0.0
2024-11-18,28,79,56,8,28079056_8_8,54.0,V,146927,4.723958333333334,25.609375,11,0,48.0,0.15,73.0,0.2
2024-11-19,28,79,56,8,28079056_8_8,37.0,V,152843,5.046875,26.875,11,1,54.0,0.25,83.0,0.0
2024-11-20,28,79,56,8,28079056_8_8,21.0,V,157727,5.5716292134831455,31.304307116104866,11,2,37.0,0.46,69.0,0.0
2024-11-21,28,79,56,8,28079056_8_8,20.0,V,157620,5.666666666666667,27.880208333333336,11,3,21.0,0.98,81.0,0.0
2024-11-22,28,79,56,8,28079056_8_8,32.0,V,161169,5.427083333333333,28.317708333333336,11,4,20.0,0.67,72.0,0.0
2024-11-23,28,79,56,8,28079056_8_8,46.0,V,132413,3.5625,22.213541666666668,11,5,32.0,0.18,80.0,0.65
2024-11-24,28,79,56,8,28079056_8_8,43.0,V,113725,3.145833333333333,19.296875,11,6,46.0,0.55,76.0,0.0
2024-11-25,28,79,56,8,28079056_8_8,37.0,V,148370,4.90625,25.927083333333332,11,0,43.0,0.62,69.0,6.8
2024-11-26,28,79,56,8,28079056_8_8,56.0,V,151418,5.239583333333333,26.4375,11,1,37.0,0.17,78.0,0.0
2024-11-27,28,79,56,8,28079056_8_8,54.0,V,156421,5.671875,27.494791666666664,11,2,56.0,0.16,71.0,0.0
2024-11-28,28,79,56,8,28079056_8_8,57.0,V,161233,6.109375,28.473958333333336,11,3,54.0,0.2,75.0,0.0
2024-11-29,28,79,56,8,28079056_8_8,58.0,V,163604,5.854166666666667,28.708333333333332,11,4,57.0,0.18,76.0,0.0
2024-11-30,28,79,56,8,28079056_8_8,50.0,V,137057,3.8125,23.010416666666664,11,5,58.0,0.17,78.0,0.0
2025-01-01,28,79,56,8,28079056_8_8,46.0,V,79411,2.151041666666667,12.994791666666666,1,2,50.0,0.2,72.0,0.0
2025-01-02,28,79,56,8,28079056_8_8,57.0,V,117795,3.0729166666666665,19.770833333333336,1,3,46.0,0.2,75.0,0.0
2025-01-03,28,79,56,8,28079056_8_8,50.0,V,124562,3.4105263157894736,21.210526315789473,1,4,57.0,0.2,80.0,0.0
2025-01-04,28,79,56,8,28079056_8_8,49.0,V,103824,2.5677083333333335,17.109375,1,5,50.0,0.2,87.0,0.0
2025-01-05,28,79,56,8,28079056_8_8,35.0,V,97600,2.567708333333333,15.932291666666668,1,6,49.0,0.5,82.0,0.8
2025-01-06,28,79,56,8,28079056_8_8,16.0,V,92040,2.4583333333333335,15.15625,1,0,35.0,0.8,74.0,0.4
2025-01-07,28,79,56,8,28079056_8_8,22.0,V,135616,4.53125,23.65625,1,1,16.0,0.8,73.0,0.0
2025-01-08,28,79,56,8,28079056_8_8,27.0,V,144618,4.75,25.177083333333336,1,2,22.0,0.8,81.0,1.3
2025-01-09,28,79,56,8,28079056_8_8,18.0,V,144738,4.682291666666667,25.09375,1,3,27.0,1.2,86.0,0.1
2025-01-10,28,79,56,8,28079056_8_8,23.0,V,148829,4.760416666666666,25.505208333333336,1,4,18.0,0.4,85.0,0.0
2025-01-11,28,79,56,8,28079056_8_8,27.0,V,119310,3.1773026315789474,20.13766447368421,1,5,23.0,0.8,74.0,0.0
2025-01-12,28,79,56,8,28079056_8_8,44.0,V,104945,2.640625,17.677083333333336,1,6,27.0,0.4,59.0,0.0
2025-01-13,28,79,56,8,28079056_8_8,65.0,V,140845,4.449932795698925,24.638608870967744,1,0,44.0,0.3,50.0,0.0
2025-01-14,28,79,56,8,28079056_8_8,67.0,V,147946,4.96875,25.84375,1,1,65.0,0.4,34.0,0.0
2025-01-15,28,79,56,8,28079056_8_8,72.0,V,146367,5.138297872340425,26.191489361702125,1,2,67.0,0.3,51.0,0.0
2025-01-16,28,79,56,8,28079056_8_8,50.0,V,154236,5.489583333333333,26.8125,1,3,72.0,0.8,55.0,0.0
